CtNumero;NU_ProcessoLicitacao;CtVigenciaInicio;CtVigenciaTermino2;Tempo;OrNome;Credor;ObNome;CtValorTotal;Textbox7;CtValorTotal1
0002/2023;25.220.000006-2023;03/05/2023;30/10/2023;5;HDPSRC -25.1801;34.580.627/0001-80 - HEI SERVIÇOS MEDICOS LTDA;SERVIÇO ESPECIALIZADO;78.000,00;7.452 CONTRATOS;14.786.237.936,49
0003/2023;25.220.000005.2023;03/05/2023;30/10/2023;5;HDPSRC -25.1801;08.856.937/0001-75 -  ADEMILTON NOGUEIRA ME;MATERIAL DE CONSUMO;98.660,00;7.452 CONTRATOS;14.786.237.936,49
0004/2023;25.220.000005-2023;03/05/2023;30/10/2023;5;HDPSRC -25.1801;30.270.669/0001-64 - EFF DISTRIBUIDORA LTDA;MATERIAL DE CONSUMO;10.692,00;7.452 CONTRATOS;14.786.237.936,49
0005/2023;25.234.000012.2023;03/05/2023;03/05/2024;12;LACEN 25.3701;12.495.568/0001-00 - RIBEIRO E SILVA CONSTRUÇÕES LTDA;OBRAS DE AMPLIAÇÃO E CONSERVAÇÃO;14.199,00;7.452 CONTRATOS;14.786.237.936,49
0005/2023;25.220.000005.2023;03/05/2023;30/10/2023;5;HDPSRC -25.1801;11.355.126/0001-03 - MARIA DE LOURDES ALEXANDRE RODRIGUES ME;MATERIAL DE CONSUMO;40.158,50;7.452 CONTRATOS;14.786.237.936,49
0006/2023;19.000.009420.2021;03/05/2023;31/12/2023;7;FUNDAC - 27.0101;43.301.274/0001-23 - INDÚSTRIA DE EQUIPAMENTO DE SEGURANÇA MAC EIRELI;MATERIAL PERMANENTE;21.900,00;7.452 CONTRATOS;14.786.237.936,49
0008/2023;19.000.010103.2020;03/05/2023;31/12/2023;7;FUNDAC - 27.0101;37.104.931/0001-40 - PALLET RIO INDÚSTRIA E COMÉRCIO LTDA;MATERIAL PERMANENTE;26.478,80;7.452 CONTRATOS;14.786.237.936,49
0009/2022;;03/05/2023;03/05/2023;0;PCOOPERAR - 28.0001;50.475.825/0001-30 - CONSÓRCIO SEMPRE PARAIBA;OBRAS ESPECÍFICAS;4.451.599,30;7.452 CONTRATOS;14.786.237.936,49
0018/2023;38.000.000026.2023;03/05/2023;31/12/2023;7;PC - 38.0001;07.227.808/0001-55 - BJ COMERCIO DE ALIMENTOS LTDA;FORNECIMENTO E MANUTENÇÃO DE ÁGUA;28.655,00;7.452 CONTRATOS;14.786.237.936,49
002//2023;;03/05/2023;03/05/2025;24;LOTEP - 20.0301;50.357.563/0001-00 - CONSORCIO BRLOTTO PARAIBA LTDA;CESSÃO E CONCESSÃO;;7.452 CONTRATOS;14.786.237.936,49
0025/2023;38.000.000032.2023;03/05/2023;03/11/2023;6;PC - 38.0001;33.737.137/0001-82 - PONTUAL COMERCIO DE MOVEIS PARA ESCRITORIO LTDA;AQUISIÇÃO DE BENS MÓVEIS;20.340,00;7.452 CONTRATOS;14.786.237.936,49
0031/2023;19.000.007988.2021;03/05/2023;31/12/2023;7;MFD- 25.0301;36.327.075/0001-29 - FORTCLEAN COMÉRCIO DE EQUIPAMENTOS EIRELI;MATERIAL MÉDICO-HOSPITALAR;113.400,00;7.452 CONTRATOS;14.786.237.936,49
0032/2023;22.204.005633.2022;03/05/2023;02/05/2024;12;UEPB - 35.0401;18.224.059/0001-29 - DJEISON DE BARROS CHAVES SOUZA 04426881480;SERVIÇOS;19.790,00;7.452 CONTRATOS;14.786.237.936,49
0037/2023;19.000.012662.2022;03/05/2023;03/05/2025;24;SEC - 33.0001;92.559.830/0001-71 -  GREEN CARD S/A REFEIÇÕES COMÉRCIO E SERVIÇOS;OUTROS SERVIÇOS DE HOSPEDAGEM E ALIMENTAÇÃO;355.200,00;7.452 CONTRATOS;14.786.237.936,49
0073/2023;31.206.031380.2022;03/05/2023;30/10/2023;5;CAGEPA - 31.0601;32.072.759/0001-76 - NOVA CONEXÃO COMERCIO DE MATERIAIS DE CONSTRUÇÃO LTDA;MATERIAL DE USO ESPECÍFICO;10.251.918,66;7.452 CONTRATOS;14.786.237.936,49
0074/2023;31.206.031380.2022;03/05/2023;30/10/2023;5;CAGEPA - 31.0601;35.703.977/0001-50 - LA ZAMPOLO CONEHIDRO COMERCIO DE TUBOS E CONEXOES LTDA;MATERIAL DE USO ESPECÍFICO;2.194.612,20;7.452 CONTRATOS;14.786.237.936,49
0218/2022;25.203.008758.2022;04/05/2023;31/10/2023;5;MFD- 25.0301;15.383.101/0001-66 - VIVA SAUDE MATERIAL MEDICO HOSPITALAR LTDA-ME ;MATERIAL MÉDICO-HOSPITALAR;10.248,00;7.452 CONTRATOS;14.786.237.936,49
0219/2022;25.203,008758.2023;04/05/2023;31/10/2023;5;MFD- 25.0301;35.753.111/0001-53 - NORD PRODUTOS EM SAÚDE LTDA;MATERIAL MÉDICO-HOSPITALAR;8.366,50;7.452 CONTRATOS;14.786.237.936,49
0220/2022;25.203.008758.2023;04/05/2023;31/10/2023;5;MFD- 25.0301;06.948.769/0001-12 - TECNOCENTER MATERIAIS MEDICOS HOSPITALARES LTDA;MATERIAL MÉDICO-HOSPITALAR;5.162,40;7.452 CONTRATOS;14.786.237.936,49
0002/2023;;02/05/2023;31/12/2024;19;LACEN 25.3701;01.490.595/0001-73 - DIAGNOCEL COMÉRCIO E REPRESENTAÇÕES LTDA;MATERIAL PARA LABORATÓRIO E PESQUISA;106.191,00;7.452 CONTRATOS;14.786.237.936,49
0003/2023;;02/05/2023;02/05/2025;24;LACEN 25.3701;01.490.595/0001-73 - DIAGNOCEL COMÉRCIO E REPRESENTAÇÕES LTDA;MATERIAL PARA LABORATÓRIO E PESQUISA;77.550,00;7.452 CONTRATOS;14.786.237.936,49
0010/2023;22.000.010956.2023;02/05/2023;29/08/2023;3;SEE - 22.0001;44.305.924/0001-71 - RD COMERCIO DE ALIMENTOS E CESTAS BASICAS LTDA;GÊNEROS ALIMENTÍCIOS;38.016,74;7.452 CONTRATOS;14.786.237.936,49
0014/2023;19.000.000514.2020;02/05/2023;31/12/2023;7;SEJEL - 07.0001;04.829.970/0001-55 - ARAÚJO PRODUÇÕES, LOCAÇÕES E EVENTOS LTDA;LOCAÇÃO DE BENS MÓVEIS;45.924,00;7.452 CONTRATOS;14.786.237.936,49
0015/2023;31.000.000028.2022;02/05/2023;01/08/2024;15;FERH - 43.0001;00.507.946/0001-49 - TECHNE - ENGENHEIROS CONSULTORES LTDA;SERVIÇO ESPECIALIZADO;521.866,68;7.452 CONTRATOS;14.786.237.936,49
0019/2023;25.203.000174.2023;02/05/2023;29/10/2023;5;MFD- 25.0301;22.006.201/0001-39 - FORTPEL COMERCIO DE DESCARTAVEIS LTDA;ALIENAÇÃO DE BENS;1.740,00;7.452 CONTRATOS;14.786.237.936,49
0024/2023;25.216.001620.2022;02/05/2023;02/11/2023;6;HRUECG - 25.1601;18.145.255/0001-08 - MULT SERVIÇOS EIRELI;SERVIÇO ESPECIALIZADO;620.029,15;7.452 CONTRATOS;14.786.237.936,49
0032/2023;30.000.007369.2023;02/05/2023;30/04/2025;23;SEAD - 19.0001;250.891.104-68 - EUZIMAR SOARES LÚCIO;LOCAÇÃO DE BENS IMÓVEIS;30.000,00;7.452 CONTRATOS;14.786.237.936,49
0032/2023;26.000.000236.2022;02/05/2023;31/07/2023;2;SEDS - 26.0001;39.542.220/0001-82 - ENGEPOM EQUIPAMENTOS PARA REFRIGERAÇÃO LTDA;AQUISIÇÃO DE BENS MÓVEIS;530.000,00;7.452 CONTRATOS;14.786.237.936,49
0091/2023;19.000.031805.2019;03/05/2023;31/12/2023;7;HEETSHL - 25.1501;24.958.749/0001-04 - SABRINA MARTHA RAMALHO MENDES COMÉRCIO DE ARTIGOS MÉDICOS EIRELI - ME;MATERIAL MÉDICO-HOSPITALAR;9.954,00;7.452 CONTRATOS;14.786.237.936,49
0095/2023;25.000.013277.2023;03/05/2023;03/11/2023;6;SES - 25.0001;10.757.876/0001-30 - SR PRODUTOS MÉDICOS LTDA-EPP;SERVIÇOS;285.780,00;7.452 CONTRATOS;14.786.237.936,49
0097/2023;25.000.013503.2023;03/05/2023;30/10/2023;5;SES - 25.0001;51.780.468/0002-68 - JANSSEN CILAG FARMACEUTICA LTDA;MEDICAMENTOS;2.761.638,92;7.452 CONTRATOS;14.786.237.936,49
0101/2023;22.204.005292.2023;02/05/2023;31/12/2023;7;UEPB - 35.0401;20.292.117/0001-01 - 20.292.117 MONICA SILVA CORREIA;SERVIÇOS;27.753,72;7.452 CONTRATOS;14.786.237.936,49
0106/2023;22.204.000692.2023;03/05/2023;31/08/2024;15;UEPB - 35.0401;19.535.854/0001-09 - AROLDO DO NASCIMENTO ANDRADE;SERVIÇO ESPECIALIZADO;88.000,00;7.452 CONTRATOS;14.786.237.936,49
0107/2023;22.204.002207.2022;02/05/2023;31/12/2023;7;UEPB - 35.0401;43.994.088/0001-17 - AQUILA ESTEFANE LIMA DA SILVA;MATERIAL DE CONSUMO;29.832,50;7.452 CONTRATOS;14.786.237.936,49
0110/2023;22.204.002207.2022;02/05/2023;31/12/2023;7;UEPB - 35.0401;14.968.227/0001-30 - FERGAVI COMERCIAL LTDA;MATERIAL DE CONSUMO;14.110,92;7.452 CONTRATOS;14.786.237.936,49
0113/2023;22.204.002207.2022;02/05/2023;31/12/2023;7;UEPB - 35.0401;20.470.692/0001-49 - LB COMÉRCIO DE FERRAGENS EIRELI - EPP;MATERIAL DE CONSUMO;8.230,00;7.452 CONTRATOS;14.786.237.936,49
0114/2023;22.204.002207.2022;02/05/2023;31/12/2023;7;UEPB - 35.0401;07.190.090/0001-70 - DISTRIBUIDORA MACBRAZ LTDA;MATERIAL DE CONSUMO;11.071,60;7.452 CONTRATOS;14.786.237.936,49
0115/2023;;02/05/2023;31/03/2024;10;SEDH - 27.0001;36.932.853/0001-09 - ARARAUNA TURISMO ECOLÓGICO LTDA;SERVIÇO ESPECIALIZADO;276.250,00;7.452 CONTRATOS;14.786.237.936,49
0116/2023;22.204.004101.2022;02/05/2023;31/12/2023;7;UEPB - 35.0401;42.491.006/0001-59 - TGT CONSULTORIA E INFORMATICA LTDA;MATERIAL PERMANENTE;17.713,12;7.452 CONTRATOS;14.786.237.936,49
0001/2023;;01/05/2023;30/04/2025;23;PROCON - 09.0301;09.156.195/0001-38 - ALFAPRINT LOCAÇÕES EIRELLI;LOCAÇÃO DE BENS MÓVEIS;146.520,00;7.452 CONTRATOS;14.786.237.936,49
0009/2023;20.000.000019.2023;28/04/2023;27/04/2024;12;SEFAZ - 20.0001;01.645.738/0021-12 - INDRA BRASIL SOLUÇÕES E SERVIÇOS TECNOLÓGICOS LTDA;SERVIÇO ESPECIALIZADO NA ÁREA DE INFORMÁTICA;4.799.640,00;7.452 CONTRATOS;14.786.237.936,49
0015/2023;19.000.000491.2023 ;28/04/2023;27/04/2024;12;SEAD - 19.0001;34.028.316/0019-32 - EMPRESA BRASILEIRA DE CORREIOS E TELÉGRAFOS;SERVIÇO POSTAL E TELEMÁTICO;30.000,00;7.452 CONTRATOS;14.786.237.936,49
0016/2023;25.240.000009.2023;28/04/2023;28/10/2023;6;HCCG - 25.4201;08.716.557/0001-35 - CLÍNICA RADIOLÓGICA DR. WANDERLEY LTDA;SERVIÇO ESPECIALIZADO NA ÁREA DE SAÚDE;314.895,00;7.452 CONTRATOS;14.786.237.936,49
0020/2023;25.242.000014.2023;28/04/2023;27/10/2023;6;UPAGUARABIRA 25.4401;15.218.561/0001-39 - NNMED – DISTRIBUIÇÃO, IMPORTAÇÃO E EXPORTAÇÃO DE MEDICAMENTOS LTDA;MEDICAMENTOS;62.232,80;7.452 CONTRATOS;14.786.237.936,49
0021/2023;25.242.000014.2023;28/04/2023;27/10/2023;6;UPAGUARABIRA 25.4401;40.787.152/0001-09 - CIRUFARMA COMERCIAL LTDA;MEDICAMENTOS;57.280,50;7.452 CONTRATOS;14.786.237.936,49
0022/2023;25.242.000014.2023;28/04/2023;27/10/2023;6;UPAGUARABIRA 25.4401;03.246.587/0001-01 - SUFRAMED COMÉRCIO DE MATERIAIS MÉDICO HOSPITALAR LTDA;MEDICAMENTOS;32.996,20;7.452 CONTRATOS;14.786.237.936,49
0031/2023;30.000.001724.2023;28/04/2023;27/04/2024;12;SEAD - 19.0001;09.129.222/0001-83 - HOSPITAL SAMARITANO LTDA;LOCAÇÃO DE BENS IMÓVEIS;2.460.000,00;7.452 CONTRATOS;14.786.237.936,49
0033/2023;26.000.004730.2021;28/04/2023;25/10/2023;6;SEDS - 26.0001;02.604.236/0001-62 - LAYOUT MÓVEIS PARA ESCRITÓRIO LTDA;AQUISIÇÃO DE BENS MÓVEIS;526.000,00;7.452 CONTRATOS;14.786.237.936,49
0034/2023;19.000.004219.2021;28/04/2023;25/10/2023;6;MFD- 25.0301;17.020.542/0001-29 - DISTRIBUIDORA BRAZMAC LTDA ME;GÊNEROS ALIMENTÍCIOS / HOSPITAIS;314.060,80;7.452 CONTRATOS;14.786.237.936,49
0051/2023;26.201.003498.2023;28/04/2023;25/10/2023;6;DETRAN - 26.0101;21.179.250/0001-00 - SHALON SERVIÇOS DE CONSERVAÇÃO LTDA-ME;SERVIÇO DE LIMPEZA E CONSERVAÇÃO;2.012.230,20;7.452 CONTRATOS;14.786.237.936,49
0051/2023;25.237.000005.2023;28/04/2023;25/10/2023;6;MPF- 25.1101;26.862.173/0001-02 - JOSÉ SANTOS NETO;GÊNEROS ALIMENTÍCIOS / HOSPITAIS;39.150,00;7.452 CONTRATOS;14.786.237.936,49
0053/2023;25.237.000016.2023;28/04/2023;25/10/2023;6;MPF- 25.1101;38.346.373/0001-91 - LIFEMEDIC DISTRIBUIDORA DE  MEDICAMENTOS LTDA;MEDICAMENTOS;23.750,00;7.452 CONTRATOS;14.786.237.936,49
0079/2023;19.000.017965.2022;28/04/2023;31/12/2023;8;HEETSHL - 25.1501;19.877.178/0001-43 - CRUZEL COMERCIAL LTDA;MATERIAL MÉDICO-HOSPITALAR;648,00;7.452 CONTRATOS;14.786.237.936,49
0093/2023;25.000.000520.2023;28/04/2023;25/10/2023;6;SES - 25.0001;04.307.650/0025-02 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA;MEDICAMENTOS;1.636.172,16;7.452 CONTRATOS;14.786.237.936,49
0120/2023;22.204.007215.2022;02/05/2023;31/12/2023;7;UEPB - 35.0401;07.190.090/0001-70 - DISTRIBUIDORA MACBRAZ LTDA;MATERIAL DE CONSUMO;1.080,00;7.452 CONTRATOS;14.786.237.936,49
0121/2023;22.204.007215.2022;02/05/2023;31/12/2023;7;UEPB - 35.0401;41.467.016/0001-96 - MILLENIUM LICITACOES LTDA;MATERIAL DE CONSUMO;20.802,25;7.452 CONTRATOS;14.786.237.936,49
0122/2023;22.204.007215.2022;02/05/2023;31/12/2023;7;UEPB - 35.0401;01.091.310/0001-21 - RILDO CAVALCANTI FERNANDES JUNIOR – EPP;MATERIAL DE CONSUMO;3.380,00;7.452 CONTRATOS;14.786.237.936,49
0128/2023;22.204.013064.2023;02/05/2023;31/12/2023;7;UEPB - 35.0401;08.776.635/0001-97 - AM PEREIRA ABRANTES LTDA – EPP;MATERIAL DE CONSUMO;87.297,89;7.452 CONTRATOS;14.786.237.936,49
0141/2023;19.000.000743.2021;02/05/2023;31/12/2023;7;SEDH - 27.0001;15.348.142/0001-11 - UZE BRINDES E UNIFORMES LTDA;MATERIAL DE USO ESPECÍFICO;66.659,13;7.452 CONTRATOS;14.786.237.936,49
0001/2023;31.205.005382.2022;27/04/2023;11/06/2023;2;SUDEMA - 34.0101;08.792.356/0001-17 - INSTEC- INSTALAÇÕES TÉCNICAS LTDA;OBRAS;24.237,35;7.452 CONTRATOS;14.786.237.936,49
0004/2023;19.000.021310.2022;27/04/2023;31/12/2023;8;CCG - 09.0001;03.977.181/0001-07 - PLATINA MINERAL LTDA - EPP;GÊNEROS ALIMENTÍCIOS;22.610,00;7.452 CONTRATOS;14.786.237.936,49
0007/2023;;27/04/2023;27/04/2025;24;AGEVISA - 25.0201 ;26.722.189/0001-10 - CERRADO VIAGENS EIRELI-EPP;SERVIÇOS;405.003,00;7.452 CONTRATOS;14.786.237.936,49
0017/2023;19.000.013197.2021;27/04/2023;31/12/2023;8;IHGER - 15.0101;07.526.979/0001-85 - RAIMUNDO ADELMAR FONSECA PIRES;GÊNEROS ALIMENTÍCIOS;98.890,07;7.452 CONTRATOS;14.786.237.936,49
0018/2023;31.205.00783.2023;27/04/2023;27/07/2023;3;SUDEMA - 34.0101;39.935.802/0001-29 - DRONE AIR COMERCIO E SERVIÇOS TECNOLOGICOS LTDA;MATERIAL DE CONSUMO;8.480,00;7.452 CONTRATOS;14.786.237.936,49
0018/2023;19.000.015552.2021;27/04/2023;31/12/2023;8;IHGER - 15.0101;17.020.542/0001-29 - DISTRIBUIDORA BRAZMAC LTDA ME;GÊNEROS ALIMENTÍCIOS;45.400,50;7.452 CONTRATOS;14.786.237.936,49
0029/2023;30.000.004460.2023;27/04/2023;26/04/2025;24;SEAD - 19.0001;978.663.934-00 - PATRICIA MARIA DA SILVA;LOCAÇÃO DE BENS IMÓVEIS;121.200,00;7.452 CONTRATOS;14.786.237.936,49
0033/2023;19.000.027643.2022;27/04/2023;31/12/2023;8;SUDEMA - 34.0101;00.448.994/0001-03 - CLASSIC VIAGENS E TURISMO EIRELLI;PASSAGEM/FRETE/PORTE/ARMAZENAGEM E TRANSPORTE;50.900,00;7.452 CONTRATOS;14.786.237.936,49
0044/2023;25.510.004081.2022;27/04/2023;31/12/2023;8;FPGS 25.5101;96.441.704/0001-79 - KLEMMEN IMPORTAÇÕES LTDA;MATERIAL MÉDICO-HOSPITALAR;129.384,00;7.452 CONTRATOS;14.786.237.936,49
0045/2023;25.510.004081.2022 ;27/04/2023;31/12/2023;8;FPGS 25.5101;96.441.704/0001-79 - BIOMEDICAL PRODUTOS CIENTIFICOS MEDICOS E HOSPITALARES S/A;MATERIAL MÉDICO-HOSPITALAR;155.150,00;7.452 CONTRATOS;14.786.237.936,49
0047/2023;25.237.000017.2023;27/04/2023;24/10/2023;6;MPF- 25.1101;21.820.133/0001-84 - RR FERREIRA MATERIAIS HOSPITALARES E ELETRICOS ;MATERIAL MÉDICO-HOSPITALAR;23.198,90;7.452 CONTRATOS;14.786.237.936,49
0048/2023;25.237.000017.2023;27/04/2023;24/10/2023;6;MPF- 25.1101;04.922.653/0001-89 - NORDESTE HOSPITALAR IMPORTAÇÃO E EXPORTAÇÃO LTDA;MATERIAL MÉDICO-HOSPITALAR;510,60;7.452 CONTRATOS;14.786.237.936,49
0090/2023;25.215.000135.2022;27/04/2023;23/10/2023;6;HEETSHL - 25.1501;22.787.852/0001-03 - ACESSE COMÉRCIO E EMPREENDIMENTOS EIRELI ;MANUTENÇÃO E RECUPERAÇÃO;16.740,00;7.452 CONTRATOS;14.786.237.936,49
0092/2023;25.000.007465.2022;27/04/2023;23/10/2023;6;SES - 25.0001;01.687.725/0002-43 - CENTRO ESPECIALIZADO EM NUTRIÇÃO ENTERAL E PARENTERAL CENEP LTDA;MEDICAMENTOS;185.500,00;7.452 CONTRATOS;14.786.237.936,49
0117/2023;;28/04/2023;27/07/2023;3;SEE - 22.0001;08.741.688/0001-72 - PREFEITURA MUNICIPAL DE POCINHOS;DOAÇÕES;;7.452 CONTRATOS;14.786.237.936,49
0118/2023;;28/04/2023;27/07/2023;3;SEE - 22.0001;01.612.512/0001-71 - PREFEITURA MUNICIPAL DE BARAÚNA;DOAÇÕES;;7.452 CONTRATOS;14.786.237.936,49
0119/2023;;28/04/2023;27/07/2023;3;SEE - 22.0001;01.613.663/0001-44 - PREFEITURA MUNICIPAL DE SOSSÊGO;DOAÇÕES;;7.452 CONTRATOS;14.786.237.936,49
0124/2023;22.204.001172.2022;28/04/2023;30/12/2023;8;UEPB - 35.0401;44.820.086/0001-74 - MAVYG COMÉRCIO DE MÓVEIS LTDA – ME;MATERIAL PERMANENTE;22.240,00;7.452 CONTRATOS;14.786.237.936,49
0142/2023;25.203.000604.2022;28/04/2023;25/10/2023;6;MFD- 25.0301;12.040.718/0001-90 - GRADUAL COMÉRCIO E SERVIÇOS EIRELI;MATERIAL MÉDICO-HOSPITALAR;215.509,00;7.452 CONTRATOS;14.786.237.936,49
0198/2022;25.203.007367.2022;28/04/2023;25/10/2023;6;MFD- 25.0301;04.099.366/0001-10 - W FELIPE DA SILVA ME (W W ETICO COMERCIO & REPRESENTACOES);MATERIAL MÉDICO-HOSPITALAR;40.500,00;7.452 CONTRATOS;14.786.237.936,49
0003/2023;25.202.000186.2022;25/04/2023;25/04/2025;24;AGEVISA - 25.0201 ;05.340.639/0001-30 - PRIME CONSULTORIA E ASSESSORIA EMPRESARIAL LTDA;SERVIÇOS;539.876,80;7.452 CONTRATOS;14.786.237.936,49
0006/2023;25.210.000545.2022;26/04/2023;23/10/2023;6;HRDJC- 25.1001;33.692.733/0001-93 - CORIOLANDO ANTONIO DE LEMOS SA;EQUIPAMENTOS E SOFTWARES DE INFORMÁTICA;36.000,00;7.452 CONTRATOS;14.786.237.936,49
0010/2023;32.205.000761.2023;26/04/2023;20/12/2023;8;EMPAER 32.0501;40.478.639/0001-00 - LOGTEC PRODUTOS AGROPECUARIOS LTDA EPP;MATERIAL DE CONSUMO;8.139,21;7.452 CONTRATOS;14.786.237.936,49
0015/2023;25.240.000003.2023;26/04/2023;26/10/2023;6;HCCG - 25.4201;15.081.369/0001-43 - IS RISTO GASTRONOMIA LTDA;FORNECIMENTO DE REFEIÇÕES;4.023.180,00;7.452 CONTRATOS;14.786.237.936,49
0015/2023;32.000.800012.2023;25/04/2023;25/06/2023;2;SEDAP - 32.0001;02.980.202/0001-72 - EDVALDO MENDES DOS SANTOS  - ESQUADRIAS DE METAIS ;SERVIÇO ESPECIALIZADO;56.028,00;7.452 CONTRATOS;14.786.237.936,49
0017/2023;25.203.012876.2023;26/04/2023;21/10/2023;6;MFD- 25.0301;24.380.578/0020-41 - WHITE MARTINS GASES INDUSTRIAIS DO NORDESTE LTDA;AQUISIÇÃO DE GASES MEDICINAIS;503.520,00;7.452 CONTRATOS;14.786.237.936,49
0025/2023;;26/04/2023;26/04/2025;24;SUDEMA - 34.0101;100.099.634-48 - MARIA ANTONIA REITER DOS SANTOS;CESSÃO DE ESTÁGIO CURRICULAR;16.272,00;7.452 CONTRATOS;14.786.237.936,49
0026/2023;;26/04/2023;26/04/2025;24;SUDEMA - 34.0101;072.104.815-32 - IAN OLIVEIRA SILVA;CESSÃO DE ESTÁGIO CURRICULAR;16.272,00;7.452 CONTRATOS;14.786.237.936,49
0041/2023;31.206.024654.2022;26/04/2023;26/04/2028;60;CAGEPA - 31.0601;50.051.023/0001-01 - CONSÓRCIO PERFORMANCE BORBOREMA;SERVIÇO ESPECIALIZADO NA ÁREA DE ENGENHARIA;26.540.321,04;7.452 CONTRATOS;14.786.237.936,49
0046/2023;25.510.005122.2022 ;26/04/2023;31/12/2023;8;FPGS 25.5101;32.622.037/0001-48 - CORAMED COMERCIO DE ARTIGOS MEDICOS LTDA;MATERIAL MÉDICO-HOSPITALAR;3.624,00;7.452 CONTRATOS;14.786.237.936,49
0052/2023;25.237.000032.2023;26/04/2023;23/10/2023;6;MPF- 25.1101;40.729.834/0001-57 - JD SERVIÇOS DE RECEPÇÃO E APOIO LTDA;SERVIÇO DE PORTARIA;225.000,00;7.452 CONTRATOS;14.786.237.936,49
0053/2023;25.215.000143.2022R1;26/04/2023;22/10/2023;6;HEETSHL - 25.1501;66.437.831/0001-33 - HTS - TECNOLOGIA EM SAUDE COMERCIO IMPORTACAO E EXPORTACAO LTDA;MATERIAL MÉDICO-HOSPITALAR;61.650,00;7.452 CONTRATOS;14.786.237.936,49
0072/2023;25.215.000109.2022;26/04/2023;22/10/2023;6;HEETSHL - 25.1501;30.710.191/0001-46 - ETHICAL MATERIAIS CIRÚRGICOS EIRELI;MATERIAL MÉDICO-HOSPITALAR;12.865,68;7.452 CONTRATOS;14.786.237.936,49
0077/2023;31.206.010110.2023;26/04/2023;26/04/2024;12;CAGEPA - 31.0601;04.095.869/0001-18 - NETMAKE SOLUÇÕES EM INFORMÁTICA LTDA (SCRIPTCASE);EQUIPAMENTOS E SOFTWARES DE INFORMÁTICA;30.000,00;7.452 CONTRATOS;14.786.237.936,49
0079/2023;31.206.000528.2023;26/04/2023;26/10/2023;6;CAGEPA - 31.0601;28.124.373/0001-93 - KHALEESI DISTRIBUIDORA DE MATERIAIS DE FERRO FUNDIDO EIRELI-EPP;MATERIAL DE USO ESPECÍFICO;152.000,00;7.452 CONTRATOS;14.786.237.936,49
0081/2023;19.000.017965.2022;26/04/2023;31/12/2023;8;HEETSHL - 25.1501;03.596.923/0001-46 - MEDIMAC COMERCIO DE ARTIGOS MEDICOS LTDA;MATERIAL MÉDICO-HOSPITALAR;870,00;7.452 CONTRATOS;14.786.237.936,49
0085/2023;25.215.000185.2022;26/04/2023;23/10/2023;6;HEETSHL - 25.1501;07.160.019/0001-44 - VITALE COMERCIO S.A.;GÊNEROS ALIMENTÍCIOS / HOSPITAIS;284.911,20;7.452 CONTRATOS;14.786.237.936,49
0086/2023;25.215.000185.2022;26/04/2023;23/10/2023;6;HEETSHL - 25.1501;29.329.985/0001-85 - MEDERI DISTRIBUIÇAO E IMPORTAÇAO DE PRODUTOS PARA SAUDE S/A;GÊNEROS ALIMENTÍCIOS / HOSPITAIS;13.910,00;7.452 CONTRATOS;14.786.237.936,49
0095/2023;25.215.000159.2022;26/04/2023;22/10/2023;6;HEETSHL - 25.1501;31.622.433/0001-02 - JACKSON DELGADO MACIEL LTDA;MATERIAL DE CONSUMO;6.456,25;7.452 CONTRATOS;14.786.237.936,49
0100/2023;22.204.001187.2023;26/04/2023;26/04/2025;24;UEPB - 35.0401;61.198.164/0001-60 - PORTO SEGURO COMPANHIA DE SEGUROS GERAIS;SERVIÇO ESPECIALIZADO;49.314,65;7.452 CONTRATOS;14.786.237.936,49
0005/2023;31.205.011237.2022;24/04/2023;24/07/2023;3;SUDEMA - 34.0101;10.590.774/0001-73 - COLEPACK INDÚSTRIA E COMERCIO DE EMBALAGENS LTDA;MATERIAL PERMANENTE;39.560,00;7.452 CONTRATOS;14.786.237.936,49
0006/2023;31.205.011237.2022;24/04/2023;24/07/2023;3;SUDEMA - 34.0101;16.501.916/0001-65 - ELETROPEÇAS TI COMERCIAL EIRELI;MATERIAL DE CONSUMO;3.367,00;7.452 CONTRATOS;14.786.237.936,49
0007/2023;31.205.011237.2022;24/04/2023;24/07/2023;3;SUDEMA - 34.0101;19.026.964/0001-37 - ILMA CHAVES PEREIRA 74191209604;MATERIAL DE CONSUMO;3.997,14;7.452 CONTRATOS;14.786.237.936,49
0008/2023;31.205.11237.2022;24/04/2023;24/07/2023;3;SUDEMA - 34.0101;17.360.773/0001-81 - ACP MEDEIROS- RN CORPORATIVO DA COMPUTAÇÃO;MATERIAL PERMANENTE;20.760,00;7.452 CONTRATOS;14.786.237.936,49
0013/2023;21.202.000002.2023;24/04/2023;23/05/2023;1;PBTUR 21.0201;06.371.325/0001-67 - MASTEROP OPERADORA TURISTICA LTDA-EPP;SERVIÇO ESPECIALIZADO NA ÁREA TURÍSTICA;60.100,00;7.452 CONTRATOS;14.786.237.936,49
0013/2023;;24/04/2023;24/04/2024;12;PROCON - 09.0301;064.820.533-94 - TIFANNY DE OLIVEIRA BATISTA;CESSÃO DE ESTÁGIO CURRICULAR;9.000,00;7.452 CONTRATOS;14.786.237.936,49
